rank	gene	longname	codelen	nnei	nncd	nsil	nmis	nstp	nspl	nind	nnon	npat	nsite	pCV	pCL	pFN	p	q
562	GFRA4	GDNF family receptor alpha 4	916	0	4	1	1	0	1	1	3	3	3	4.929530e-03	1	3.580000e-01	1.771028e-02	5.943974e-01
563	KIAA0913	KIAA0913	5674	7	33	2	14	2	3	2	21	19	21	7.961526e-03	1	1.280000e-01	1.785898e-02	5.983235e-01
564	STARD7	StAR-related lipid transfer (START) domain containing 7	1145	0	58	0	3	0	1	0	4	4	4	7.367748e-02	3.300000e-02	9.980000e-01	1.794903e-02	6.002743e-01
565	RAB25	RAB25, member RAS oncogene family	723	3	34	0	2	0	1	0	3	3	3	2.613351e-01	9.800000e-03	5.188000e-01	1.799972e-02	6.007163e-01
566	FAM122A	family with sequence similarity 122A	868	0	5	0	3	0	0	1	4	4	4	2.592621e-03	1	5.280000e-01	1.803190e-02	6.007163e-01
567	PYDC1	PYD (pyrin domain) containing 1	611	0	2	0	1	0	1	0	2	2	2	1.805780e-02	NaN	NaN	1.805780e-02	6.007163e-01
568	NCL	nucleolin	2188	1	30	2	6	0	2	2	10	9	10	2.628649e-03	1	9.770000e-01	1.824620e-02	6.059153e-01
569	NDUFB9	NADH dehydrogenase (ubiquinone) 1 beta subcomplex, 9, 22kDa	582	0	20	0	2	1	1	0	4	4	4	6.031891e-03	1	4.130000e-01	1.850417e-02	6.134017e-01
570	RBM39	RNA binding motif protein 39	1659	0	154	1	5	0	0	0	5	3	4	9.245904e-01	6.400000e-03	3.608000e-01	1.855857e-02	6.141257e-01
571	PELO	pelota homolog (Drosophila)	1210	0	4	1	4	0	0	0	4	4	4	2.693806e-03	1	7.520000e-01	1.863252e-02	6.154931e-01
572	CD19	CD19 molecule	1738	0	19	1	3	1	2	0	6	6	6	1.286418e-02	1	1.350000e-01	1.867790e-02	6.159135e-01
573	MTCP1	mature T-cell proliferation 1	511	2	0	0	1	0	0	0	1	1	1	1.877059e-02	NaN	NaN	1.877059e-02	6.178897e-01
574	SLC22A10	solute carrier family 22, member 10	1663	0	75	1	6	3	0	0	9	8	8	3.240431e-01	5.800000e-03	6.727000e-01	1.899016e-02	6.227446e-01
575	PRR23B	proline rich 23B	802	2	29	2	7	1	0	0	8	8	8	3.404375e-01	1	3.100000e-03	1.900889e-02	6.227446e-01
576	PGBD3	piggyBac transposable element derived 3	2537	0	3	1	5	0	0	0	5	5	5	8.541608e-03	1	2.840000e-01	1.901712e-02	6.227446e-01
577	CREB3	cAMP responsive element binding protein 3	1159	0	5	0	3	0	1	0	4	4	4	2.792734e-03	1	8.500000e-01	1.921606e-02	6.281687e-01
578	TCEB3B	transcription elongation factor B polypeptide 3B (elongin A2)	2266	0	0	4	11	1	0	0	12	12	12	2.827093e-03	1	7.750000e-01	1.941790e-02	6.336687e-01
579	C3orf27	chromosome 3 open reading frame 27	470	0	17	0	3	0	0	0	3	3	3	6.158859e-02	1	2.800000e-02	1.945301e-02	6.337178e-01
580	GPR56	G protein-coupled receptor 56	2184	0	124	2	8	3	0	0	11	11	11	2.852702e-03	1	7.320000e-01	1.956808e-02	6.363673e-01
581	AMOTL2	angiomotin like 2	2386	6	60	2	10	1	0	0	11	11	10	2.104120e-01	2.600000e-01	1.140000e-02	1.986636e-02	6.449559e-01
582	OR5AR1	olfactory receptor, family 5, subfamily AR, member 1	931	1	0	0	3	0	0	0	3	3	3	2.166655e-02	1	1.080000e-01	1.999071e-02	6.478775e-01
583	UPF1	UPF1 regulator of nonsense transcripts homolog (yeast)	3451	0	126	4	8	4	2	2	16	15	16	2.933609e-03	1	5.950000e-01	2.004102e-02	6.483939e-01
584	PCDHGA12	protocadherin gamma subfamily A, 12	10411	0	0	7	6	0	0	1	7	7	7	2.946307e-03	1	9.350000e-01	2.011503e-02	6.494009e-01
585	POLR2C	polymerase (RNA) II (DNA directed) polypeptide C, 33kDa	1040	1	21	1	3	0	1	0	4	4	4	7.206431e-02	1	1.800000e-02	2.016356e-02	6.494009e-01
586	MC4R	melanocortin 4 receptor	1003	0	9	1	3	0	0	0	3	3	2	6.034028e-01	8.000000e-03	1.086000e-01	2.017543e-02	6.494009e-01
587	TAS2R60	taste receptor, type 2, member 60	956	1	9	2	5	0	0	0	5	5	5	1.683699e-01	2.300000e-02	3.290000e-01	2.021407e-02	6.495363e-01
588	RTN4IP1	reticulon 4 interacting protein 1	1235	1	136	0	4	0	1	0	5	5	4	9.697431e-02	2.900000e-02	3.350000e-01	2.046346e-02	6.547312e-01
589	FANCD2	Fanconi anemia, complementation group D2	4668	4	135	1	9	0	3	2	14	14	13	8.479823e-03	1	3.310000e-01	2.048746e-02	6.547312e-01
590	DUSP22	dual specificity phosphatase 22	586	0	369	1	6	0	5	0	11	11	11	5.447572e-03	1	3.960000e-01	2.050006e-02	6.547312e-01
591	ATP12A	ATPase, H+/K+ transporting, nongastric, alpha polypeptide	3226	0	114	5	3	0	2	1	6	6	5	7.537525e-01	7.100000e-03	2.643000e-01	2.051459e-02	6.547312e-01
592	CYP3A43	cytochrome P450, family 3, subfamily A, polypeptide 43	1566	1	92	1	7	0	1	0	8	8	8	1.976309e-02	1	5.800000e-02	2.056532e-02	6.552415e-01
593	MALL	mal, T-cell differentiation protein-like	474	0	0	0	1	0	0	0	1	1	1	2.070313e-02	NaN	NaN	2.070313e-02	6.585201e-01
594	OVCA2	ovarian tumor suppressor candidate 2	1297	0	0	1	4	0	0	0	4	4	4	1.777814e-02	1	9.700000e-02	2.076288e-02	6.593089e-01
595	RRM2	ribonucleotide reductase M2 polypeptide	1389	0	41	2	7	0	3	0	10	9	10	6.944061e-03	1	2.130000e-01	2.098966e-02	6.647880e-01
596	MPZL3	myelin protein zero-like 3	737	3	62	0	4	0	0	0	4	4	4	1.291611e-01	1	1.800000e-02	2.100592e-02	6.647880e-01
597	NT5C	5', 3'-nucleotidase, cytosolic	627	0	5	0	3	0	1	0	4	4	4	4.911775e-03	1	5.620000e-01	2.120125e-02	6.698458e-01
598	PPM1J	protein phosphatase 1J (PP2C domain containing)	1558	0	17	1	4	1	1	1	7	7	7	5.224094e-03	1	5.450000e-01	2.153631e-02	6.767818e-01
599	TRIM15	tripartite motif-containing 15	1823	10	26	1	3	0	0	0	3	3	3	9.984623e-01	1	1.000000e-03	2.155446e-02	6.767818e-01
600	ADAMTSL2	ADAMTS-like 2	2924	0	289	58	6	0	0	0	6	6	3	1.000000e+00	1.700000e-03	9.546000e-01	2.158273e-02	6.767818e-01
601	C9orf128	chromosome 9 open reading frame 128	1256	8	28	1	3	0	1	1	5	5	5	4.212909e-01	1	1.450000e-03	2.159314e-02	6.767818e-01
602	MMP13	matrix metallopeptidase 13 (collagenase 3)	1454	1	30	0	8	0	0	1	9	9	8	2.911852e-02	9.700000e-02	9.170000e-01	2.160018e-02	6.767818e-01
603	SMARCAD1	SWI/SNF-related, matrix-associated actin-dependent regulator of chromatin, subfamily a, containing DEAD/H box 1	3181	1	243	3	8	0	2	3	13	10	13	9.771295e-02	3.300000e-02	6.100000e-02	2.172354e-02	6.795181e-01
604	SPRY3	sprouty homolog 3 (Drosophila)	878	0	0	3	2	0	0	1	3	3	3	5.094664e-03	1	4.350000e-01	2.178425e-02	6.802888e-01
605	KIF9	kinesin family member 9	2568	0	169	3	8	0	2	0	10	10	10	1.805121e-01	4.500000e-02	3.560000e-01	2.186509e-02	6.816850e-01
606	ESR2	estrogen receptor 2 (ER beta)	1724	4	320	0	11	0	2	0	13	13	12	1.921281e-02	1.460000e-01	7.800000e-01	2.218195e-02	6.902230e-01
607	LYRM2	LYR motif containing 2	281	0	7	0	2	0	0	0	2	2	2	2.191980e-02	1	8.100000e-02	2.221214e-02	6.902230e-01
608	TIMP1	TIMP metallopeptidase inhibitor 1	647	0	0	0	2	0	0	0	2	2	2	3.369414e-03	1	3.750000e-01	2.255154e-02	6.996171e-01
609	C19orf55	chromosome 19 open reading frame 55	1724	4	34	1	4	0	4	0	8	8	8	8.894283e-03	1	2.100000e-01	2.276253e-02	7.049301e-01
610	DHX37	DEAH (Asp-Glu-Ala-His) box polypeptide 37	3580	0	93	2	8	0	4	1	13	10	12	5.885107e-02	4.600000e-02	7.650000e-01	2.280146e-02	7.049301e-01
611	PPP3R2	protein phosphatase 3 (formerly 2B), regulatory subunit B, beta isoform	526	0	0	0	2	0	0	0	2	2	2	3.422220e-03	1	7.290000e-01	2.285176e-02	7.049301e-01
612	CENPJ	centromere protein J	4082	2	105	2	6	1	0	1	8	8	7	4.964983e-01	2.290000e-02	1.385000e-01	2.287230e-02	7.049301e-01
613	GPR128	G protein-coupled receptor 128	2454	0	311	2	5	1	1	2	9	9	9	3.278839e-01	5.550000e-02	6.440000e-02	2.296843e-02	7.067356e-01
614	SPESP1	sperm equatorial segment protein 1	1060	0	0	0	2	0	0	0	2	2	2	3.449373e-03	1	6.640000e-01	2.300581e-02	7.067356e-01
615	KCNA6	potassium voltage-gated channel, shaker-related subfamily, member 6	1602	0	102	1	7	1	0	0	8	8	8	1.454096e-01	1.810000e-01	4.400000e-02	2.323495e-02	7.109375e-01
616	MLL4	myeloid/lymphoid or mixed-lineage leukemia 2	8827	2	37	5	16	2	1	4	23	19	22	6.980224e-02	4.100000e-02	6.740000e-01	2.323654e-02	7.109375e-01
617	TREML1	triggering receptor expressed on myeloid cells-like 1	956	1	15	1	3	0	1	1	5	5	5	4.424305e-02	1.030000e-01	6.260000e-01	2.326533e-02	7.109375e-01
618	ZCCHC18	zinc finger, CCHC domain containing 18 pseudogene	1229	0	0	0	4	0	0	0	4	4	4	3.500157e-03	1	7.900000e-01	2.329336e-02	7.109375e-01
619	CXCR1	chemokine (C-X-C motif) receptor 1	1065	0	10	2	5	0	1	0	6	6	6	3.549509e-03	1	4.650000e-01	2.357210e-02	7.172934e-01
620	MEGF8	multiple EGF-like-domains 8	8516	1	85	10	14	0	4	4	22	22	22	7.957455e-03	3.710000e-01	7.160000e-01	2.361425e-02	7.172934e-01
621	HIST1H2AL	histone cluster 1, H2al	397	0	6	10	6	0	0	2	8	7	8	3.562567e-03	1	5.860000e-01	2.364573e-02	7.172934e-01
622	PCDHAC2	protocadherin alpha subfamily C, 2	3126	0	0	8	7	0	0	1	8	7	8	3.569952e-03	1	6.310000e-01	2.368736e-02	7.172934e-01
623	UBE2G1	ubiquitin-conjugating enzyme E2G 1 (UBC7 homolog, yeast)	540	1	295	1	2	0	1	0	3	3	2	3.574001e-01	1.000000e-02	9.766000e-01	2.371017e-02	7.172934e-01
624	AKT2	v-akt murine thymoma viral oncogene homolog 2	1502	0	149	0	4	0	2	0	6	5	5	2.384988e-01	6.800000e-02	5.000000e-02	2.372978e-02	7.172934e-01
625	NBPF10	neuroblastoma breakpoint family, member 10	10994	2	83	2	5	0	0	1	6	5	5	9.999720e-01	7.700000e-03	3.850000e-01	2.385599e-02	7.193778e-01
626	CCDC88B	coiled-coil domain containing 88B	4537	0	25	6	16	0	2	1	19	18	19	3.616685e-03	1	5.520000e-01	2.395040e-02	7.193778e-01
627	SLC27A3	solute carrier family 27 (fatty acid transporter), member 3	2540	0	4	1	5	0	0	2	7	7	7	3.616759e-03	1	4.360000e-01	2.395082e-02	7.193778e-01
628	CISD3	CDGSH iron sulfur domain 3	748	0	5	1	2	0	0	1	3	3	3	5.443230e-03	1	5.430000e-01	2.402880e-02	7.193778e-01
629	ALDH3A2	aldehyde dehydrogenase 3 family, member A2	1588	9	94	1	3	0	0	0	3	3	2	9.825909e-01	1.000000e-02	3.288000e-01	2.405662e-02	7.193778e-01
630	KRT83	keratin 83	1518	4	21	1	7	1	0	1	9	8	9	3.638751e-03	1	6.800000e-01	2.407440e-02	7.193778e-01
631	YWHAZ	tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein, zeta polypeptide	790	0	118	0	3	0	3	0	6	5	6	1.369177e-02	1	1.950000e-01	2.409271e-02	7.193778e-01
632	RPE65	retinal pigment epithelium-specific protein 65kDa	1656	0	92	4	7	0	2	3	12	12	11	2.723847e-02	1.100000e-01	9.330000e-01	2.413730e-02	7.193778e-01
633	RECQL4	RecQ protein-like 4	4538	0	3	2	8	0	2	0	10	9	9	2.664810e-02	2.160000e-01	3.300000e-01	2.414198e-02	7.193778e-01
634	MYO7A	myosin VIIA	6883	1	213	10	23	1	3	1	28	27	28	3.659244e-03	1	8.280000e-01	2.418943e-02	7.196546e-01
635	HSP90AA1	heat shock protein 90kDa alpha (cytosolic), class A member 1	2845	12	153	5	5	0	2	1	8	7	8	8.038207e-01	1.900000e-02	2.313000e-01	2.440429e-02	7.241640e-01
636	NFATC2IP	nuclear factor of activated T-cells, cytoplasmic, calcineurin-dependent 2 interacting protein	1291	2	34	0	3	1	0	0	4	4	3	2.629170e-01	1.320000e-02	5.368000e-01	2.445778e-02	7.241640e-01
637	RGS19	regulator of G-protein signaling 19	686	0	23	0	1	2	1	0	4	4	4	3.711062e-03	1	7.610000e-01	2.447979e-02	7.241640e-01
638	MED8	mediator complex subunit 8	965	1	8	1	0	0	0	2	2	2	1	3.726344e-01	1.000000e-02	9.470000e-01	2.456528e-02	7.241640e-01
639	KCNC3	potassium voltage-gated channel, Shaw-related subfamily, member 3	2291	1	37	2	7	0	0	3	10	10	9	8.101951e-02	3.300000e-02	9.940000e-01	2.456838e-02	7.241640e-01
640	RIPPLY1	ripply1 homolog (zebrafish)	475	0	1	0	0	0	1	0	1	1	1	2.459942e-02	NaN	NaN	2.459942e-02	7.241640e-01
641	PEX6	peroxisomal biogenesis factor 6	3013	1	48	1	3	0	1	0	4	4	3	9.108043e-01	5.200000e-03	7.264000e-01	2.460975e-02	7.241640e-01
642	GMNN	geminin, DNA replication inhibitor	656	0	45	0	2	0	1	1	4	4	4	1.494668e-02	1	2.190000e-01	2.478998e-02	7.277820e-01
643	TAS2R30	taste receptor, type 2, member 30	960	6	0	0	3	0	0	0	3	3	3	3.770127e-03	1	6.570000e-01	2.480987e-02	7.277820e-01
644	SPAG5	sperm associated antigen 5	3677	4	36	2	13	0	0	0	13	13	13	3.783974e-03	1	7.040000e-01	2.488712e-02	7.289144e-01
645	IL3RA	interleukin 3 receptor, alpha (low affinity)	1215	0	0	1	3	0	0	0	3	3	3	3.798988e-03	1	5.860000e-01	2.497083e-02	7.302321e-01
646	ADAMTSL4	ADAMTS-like 4	3382	0	33	5	13	0	0	3	16	16	16	3.809651e-03	1	8.100000e-01	2.503024e-02	7.303379e-01
647	MS4A1	membrane-spanning 4-domains, subfamily A, member 1	937	0	168	2	6	2	4	3	15	11	15	1.238185e-01	1	1.160000e-02	2.505228e-02	7.303379e-01
648	EPHA8	EPH receptor A8	3254	2	97	6	8	0	0	1	9	9	8	9.318272e-01	9.220000e-02	3.900000e-03	2.509060e-02	7.303379e-01
649	RTKN2	rhotekin 2	1876	0	181	0	4	1	3	2	10	10	10	3.876851e-03	1	6.890000e-01	2.540397e-02	7.372763e-01
650	EVC	Ellis van Creveld syndrome	3082	1	405	5	8	1	2	0	11	10	10	9.457131e-01	1.687000e-01	2.900000e-03	2.540714e-02	7.372763e-01
651	CDH24	cadherin-like 24	2731	2	19	1	2	0	1	1	4	4	4	3.001471e-01	1	3.100000e-03	2.554304e-02	7.400812e-01
652	LRTOMT	leucine rich transmembrane and 0-methyltransferase domain containing	2275	0	50	0	4	0	1	0	5	5	4	1.408956e-01	4.600000e-02	4.430000e-01	2.578221e-02	7.451238e-01
653	CYP4F12	cytochrome P450, family 4, subfamily F, polypeptide 12	1628	0	73	3	10	2	1	0	13	13	13	1.342716e-02	1	7.500000e-02	2.579609e-02	7.451238e-01
654	GZMB	granzyme B (granzyme 2, cytotoxic T-lymphocyte-associated serine esterase 1)	764	0	11	0	6	1	0	0	7	6	6	3.049391e-02	9.700000e-02	8.900000e-01	2.605659e-02	7.514976e-01
655	RBM25	RNA binding motif protein 25	2605	0	176	1	5	2	4	0	11	10	10	1.376850e-02	2.470000e-01	8.600000e-01	2.612246e-02	7.522470e-01
656	NUMA1	nuclear mitotic apparatus protein 1	6471	0	165	4	15	0	2	1	18	18	17	3.649951e-02	1.000000e-01	6.820000e-01	2.616834e-02	7.524196e-01
657	C3orf62	chromosome 3 open reading frame 62	1072	1	9	0	3	0	1	0	4	4	4	4.040146e-03	1	7.620000e-01	2.630731e-02	7.552640e-01
658	EDNRB	endothelin receptor type B	1477	0	357	1	11	0	1	2	14	13	13	1.503084e-01	1.170000e-01	7.300000e-02	2.640746e-02	7.569872e-01
659	ABCA7	ATP-binding cassette, sub-family A (ABC1), member 7	6623	0	33	4	18	0	3	0	21	19	21	4.143218e-03	1	9.040000e-01	2.687408e-02	7.691942e-01
660	KLC2	kinesin light chain 2	1953	1	19	2	4	1	1	0	6	6	6	1.149207e-02	1	3.350000e-01	2.696682e-02	7.706791e-01
661	TSSK2	testis-specific serine kinase 2	1083	0	0	1	3	0	0	0	3	3	3	1.306787e-02	1	2.520000e-01	2.715668e-02	7.746057e-01
662	TM2D2	TM2 domain containing 2	854	0	9	0	0	0	1	1	2	2	2	2.718635e-02	NaN	NaN	2.718635e-02	7.746057e-01
663	PCDHA11	protocadherin alpha 11	12451	3	0	8	10	0	0	0	10	10	10	9.957312e-03	1	2.460000e-01	2.725056e-02	7.747287e-01
664	CD99	CD99 molecule	596	0	0	2	1	0	0	0	1	1	1	2.727282e-02	NaN	NaN	2.727282e-02	7.747287e-01
665	CHRND	cholinergic receptor, nicotinic, delta	1601	2	35	6	6	0	3	1	10	10	10	1.536592e-02	1	2.030000e-01	2.749328e-02	7.786897e-01
666	NCOA6	nuclear receptor coactivator 6	6253	1	299	2	13	4	2	1	20	20	19	2.418547e-02	1.470000e-01	1	2.749482e-02	7.786897e-01
667	GNB1	guanine nucleotide binding protein (G protein), beta polypeptide 1	1079	4	315	0	8	0	0	0	8	8	7	1.096611e-01	1.370000e-01	1.680000e-01	2.760474e-02	7.788376e-01
668	GABRA4	gamma-aminobutyric acid (GABA) A receptor, alpha 4	1698	0	392	0	3	0	1	1	5	5	5	9.968699e-01	1.600000e-02	5.650000e-02	2.765794e-02	7.788376e-01
669	RPL10A	ribosomal protein L10a	779	0	20	5	7	0	1	0	8	8	8	1.272299e-02	1	1.920000e-01	2.766398e-02	7.788376e-01
670	LHX6	LIM homeobox 6	1274	1	104	1	6	0	2	0	8	8	7	1.300160e-01	1.440000e-01	3.800000e-02	2.767968e-02	7.788376e-01
671	PCDHGA1	protocadherin gamma subfamily A, 1	53229	0	381	3	13	0	0	1	14	13	12	1	1.355000e-01	8.900000e-03	2.773130e-02	7.788376e-01
672	TAS2R13	taste receptor, type 2, member 13	916	2	0	1	3	0	0	0	3	3	3	4.305773e-03	1	5.330000e-01	2.776276e-02	7.788376e-01
673	LASS1	LAG1 homolog, ceramide synthase 1	1346	0	2	0	2	0	0	0	2	2	2	4.310606e-03	1	8.110000e-01	2.778908e-02	7.788376e-01
674	TTC23L	tetratricopeptide repeat domain 23-like	1138	0	225	1	9	0	0	0	9	9	9	1.475566e-02	1	1.490000e-01	2.785879e-02	7.796327e-01
675	ZNF784	zinc finger protein 784	979	1	7	1	2	0	0	1	3	3	3	4.049516e-02	1	7.600000e-02	2.791090e-02	7.799339e-01
676	PLAU	plasminogen activator, urokinase	1736	0	0	3	3	0	0	0	3	3	3	3.228502e-02	1	1.100000e-01	2.804956e-02	7.826492e-01
677	GPX8	glutathione peroxidase 8 (putative)	642	0	0	0	1	0	0	0	1	1	1	2.810065e-02	NaN	NaN	2.810065e-02	7.829164e-01
678	RAB5A	RAB5A, member RAS oncogene family	674	2	122	1	5	1	0	1	7	7	7	2.815982e-02	NaN	NaN	2.815982e-02	7.833122e-01
679	SEPT8	septin 8	1837	0	47	1	5	0	1	0	6	6	5	7.846446e-02	4.800000e-02	9.600000e-01	2.824255e-02	7.833122e-01
680	MYO5C	myosin VC	5389	0	230	7	7	2	3	3	15	15	15	1.102576e-02	1	3.080000e-01	2.833096e-02	7.833122e-01
681	BGN	biglycan	1137	0	29	0	5	0	0	1	6	6	6	8.758055e-03	1	4.120000e-01	2.835133e-02	7.833122e-01
682	IKBKB	inhibitor of kappa light polypeptide gene enhancer in B-cells, kinase beta	2361	0	141	0	9	0	0	0	9	9	9	4.698534e-02	7.200000e-02	9.010000e-01	2.836522e-02	7.833122e-01
683	ZNF367	zinc finger protein 367	1069	1	86	0	8	0	0	1	9	9	8	1.154834e-02	3.000000e-01	9.080000e-01	2.839988e-02	7.833122e-01
684	C7orf45	chromosome 7 open reading frame 45	752	1	31	0	1	0	0	1	2	2	2	4.424061e-01	1	1.000000e-02	2.840555e-02	7.833122e-01
685	TRAF6	TNF receptor-associated factor 6	1603	2	71	0	2	5	0	0	7	7	7	2.571352e-01	1.211000e-01	3.240000e-02	2.853763e-02	7.849067e-01
686	SNX31	sorting nexin 31	1377	0	215	0	6	0	1	0	7	7	7	1.534515e-01	1	1.800000e-02	2.854660e-02	7.849067e-01
687	SPOP	speckle-type POZ protein	1191	0	207	1	8	2	0	0	10	9	10	4.488161e-03	1	6.970000e-01	2.875256e-02	7.894189e-01
688	LONP1	lon peptidase 1, mitochondrial	2951	0	85	6	9	0	1	1	11	11	10	2.047557e-01	1.130000e-01	8.100000e-02	2.884154e-02	7.906981e-01
689	BTBD12	BTB (POZ) domain containing 12	5567	2	83	4	11	0	1	0	12	11	11	8.677497e-01	4.100000e-02	6.770000e-02	2.888299e-02	7.906981e-01
690	TGFBR2	transforming growth factor, beta receptor II (70/80kDa)	1810	0	309	4	7	2	3	1	13	13	13	4.532275e-03	1	9.420000e-01	2.899084e-02	7.916261e-01
691	NECAB2	N-terminal EF-hand calcium binding protein 2	1400	2	128	1	2	1	4	0	7	7	6	2.438430e-02	1	1.180000e-01	2.900813e-02	7.916261e-01
692	OGFOD2	2-oxoglutarate and iron-dependent oxygenase domain containing 2	919	0	7	1	1	0	1	1	3	3	3	4.682376e-02	1	5.400000e-02	2.904280e-02	7.916261e-01
693	KRTAP12-3	keratin associated protein 12-3	295	8	0	0	1	0	0	1	2	2	2	4.557085e-03	1	4.970000e-01	2.912466e-02	7.927119e-01
694	GDF7	growth differentiation factor 7	1360	0	23	3	5	0	0	3	8	7	8	3.591164e-02	1.030000e-01	1	2.933800e-02	7.969085e-01
695	FBRS	fibrosin	1433	2	18	4	10	0	0	0	10	10	10	4.601399e-03	1	5.800000e-01	2.936334e-02	7.969085e-01
696	CCDC24	coiled-coil domain containing 24	1101	0	0	2	2	0	0	0	2	2	2	4.164198e-02	1	7.300000e-02	2.947556e-02	7.988045e-01
697	OR51E2	olfactory receptor, family 51, subfamily E, member 2	975	0	83	1	10	0	0	2	12	10	10	5.870104e-02	1.640000e-01	9.700000e-02	2.955684e-02	7.998582e-01
698	TBX6	T-box 6	1515	0	0	2	5	0	0	0	5	5	5	4.649156e-03	1	8.300000e-01	2.962009e-02	8.004041e-01
699	FAM71A	family with sequence similarity 71, member A	1789	4	6	0	4	0	0	1	5	5	4	8.631008e-01	1.062000e-01	6.800000e-03	2.968232e-02	8.004041e-01
700	TMEM104	transmembrane protein 104	1738	0	160	0	6	0	0	0	6	6	5	4.359665e-01	9.900000e-03	9.290000e-01	2.970432e-02	8.004041e-01
701	C19orf12	chromosome 19 open reading frame 12	475	0	28	0	2	0	0	1	3	3	2	5.340451e-02	7.300000e-02	8.170000e-01	2.989075e-02	8.042785e-01
702	SCFD1	sec1 family domain containing 1	2027	0	268	1	4	0	2	0	6	6	6	2.756568e-01	1.580000e-02	6.066000e-01	2.996649e-02	8.050429e-01
703	YIPF6	Yip1 domain family, member 6	737	0	99	1	3	0	0	1	4	4	3	1.815704e-01	5.000000e-02	3.160000e-01	3.000452e-02	8.050429e-01
704	MSI1	musashi homolog 1 (Drosophila)	1147	0	79	0	2	0	3	0	5	5	5	1.113173e-01	1	1.000000e-02	3.023756e-02	8.101433e-01
705	TDRD6	tudor domain containing 6	6305	2	39	5	24	1	0	2	27	24	27	1.792349e-02	2.270000e-01	7.220000e-01	3.044653e-02	8.145852e-01
706	TMEM204	transmembrane protein 204	693	0	0	0	1	0	0	0	1	1	1	3.069933e-02	NaN	NaN	3.069933e-02	8.201853e-01
707	SPEF2	sperm flagellar 2	5634	0	912	4	24	2	3	6	35	33	34	1.166162e-02	3.500000e-01	7.800000e-01	3.076327e-02	8.207310e-01
708	INTS10	integrator complex subunit 10	2198	0	88	2	10	0	1	0	11	11	11	4.931367e-03	1	7.570000e-01	3.112747e-02	8.276339e-01
709	PPAPDC2	phosphatidic acid phosphatase type 2 domain containing 2	946	0	0	0	2	0	0	0	2	2	2	1.147577e-02	1	3.410000e-01	3.114454e-02	8.276339e-01
710	RRN3	RRN3 RNA polymerase I transcription factor homolog (S. cerevisiae)	2026	2	85	0	9	0	1	0	10	10	10	1.054764e-02	1	4.260000e-01	3.115365e-02	8.276339e-01
711	OMP	olfactory marker protein	491	0	0	2	4	0	0	0	4	4	4	4.953509e-03	1	5.510000e-01	3.124505e-02	8.288654e-01
712	NUBP1	nucleotide binding protein 1 (MinD homolog, E. coli)	1009	0	58	2	2	1	1	1	5	5	5	4.968668e-03	1	9.820000e-01	3.132548e-02	8.288654e-01
713	CKS1B	CDC28 protein kinase regulatory subunit 1B	258	1	20	0	2	0	0	1	3	3	3	1.156004e-02	1	3.710000e-01	3.133687e-02	8.288654e-01
714	C1orf212	chromosome 1 open reading frame 212	311	0	8	0	0	0	1	0	1	1	1	3.137578e-02	NaN	NaN	3.137578e-02	8.288654e-01
715	HIST1H2BI	histone cluster 1, H2bi	796	3	10	9	7	2	0	0	9	9	8	1.808823e-02	2.220000e-01	6.900000e-01	3.145106e-02	8.296921e-01
716	MYBL1	v-myb myeloblastosis viral oncogene homolog (avian)-like 1	2319	0	203	2	3	1	2	2	8	8	8	1.137724e-01	4.000000e-02	5.820000e-01	3.152329e-02	8.304362e-01
717	KIAA0922	KIAA0922	4971	0	665	6	14	3	5	3	25	24	25	2.603236e-02	2.360000e-01	5.330000e-01	3.161999e-02	8.318219e-01
718	PCDHGA6	protocadherin gamma subfamily A, 6	35938	12	0	3	7	0	0	0	7	6	7	5.044851e-03	1	9.110000e-01	3.172902e-02	8.335276e-01
719	C17orf78	chromosome 17 open reading frame 78	856	0	0	0	1	0	0	0	1	1	1	3.179459e-02	NaN	NaN	3.179459e-02	8.340884e-01
720	MYB	v-myb myeloblastosis viral oncogene homolog (avian)	2347	1	77	0	6	0	1	1	8	8	7	7.404880e-02	4.900000e-02	8.320000e-01	3.206986e-02	8.396775e-01
721	CCDC121	coiled-coil domain containing 121	1756	0	1	2	1	0	0	1	2	2	2	2.482742e-01	1	1.790000e-02	3.209667e-02	8.396775e-01
722	SLC9A1	solute carrier family 9 (sodium/hydrogen exchanger), member 1 (antiporter, Na+/H+, amiloride sensitive)	2495	4	116	6	5	0	0	0	5	5	5	6.954229e-01	2.540000e-02	1.437000e-01	3.226371e-02	8.423820e-01
723	ZNF518A	zinc finger protein 518A	4490	0	84	3	2	1	0	0	3	3	2	9.905769e-01	5.100000e-03	4.374000e-01	3.228938e-02	8.423820e-01
724	COL18A1	collagen, type XVIII, alpha 1	5536	0	359	8	17	1	4	5	27	24	27	6.777403e-03	1	5.480000e-01	3.243122e-02	8.449139e-01
725	INHBC	inhibin, beta C	1067	4	50	0	2	0	0	3	5	5	4	1.268616e-01	3.900000e-02	5.130000e-01	3.255428e-02	8.460161e-01
726	VPS18	vacuolar protein sorting 18 homolog (S. cerevisiae)	2942	0	18	3	4	0	0	0	4	4	4	6.121210e-01	8.100000e-03	9.380000e-01	3.256323e-02	8.460161e-01
727	FAM75A1	family with sequence similarity 75, member A1	8116	0	79	3	13	0	0	1	14	12	7	9.982028e-01	1.500000e-03	1	3.302234e-02	8.567638e-01
